user_id,recomendations
1826,"[1000753, 5569230, 1029743, 908531, 859075]"
1827,"[1000753, 995242, 1053690, 907631, 925626]"
1829,"[1000753, 1133018, 8090537, 8203851, 1096317]"
1831,"[874972, 995242, 909268, 1029112, 1027284]"
1832,"[874972, 995242, 1127831, 1022097, 996009]"
1833,"[1000753, 995242, 5569230, 908531, 962229]"
1834,"[1000753, 908531, 1029743, 1040807, 961554]"
1835,"[1000753, 1133018, 7025106, 862535, 981760]"
1837,"[1000753, 1133018, 870428, 8090537, 854852]"
1839,"[1000753, 981760, 1004906, 866043, 995242]"
1841,"[874972, 5569230, 872137, 1062572, 961554]"
1842,"[1000753, 1029743, 986912, 993638, 906017]"
1843,"[849202, 1000753, 995242, 909894, 951590]"
1845,"[1000753, 995242, 981760, 1127831, 823775]"
1846,"[1000753, 995242, 981760, 1038217, 833025]"
1847,"[1000753, 995242, 951590, 5569230, 1131115]"
1848,"[874972, 1029743, 892573, 1135834, 986912]"
1849,"[1000753, 1106523, 1074524, 1005186, 6534077]"
1850,"[874972, 1029743, 961554, 1127831, 866211]"
1851,"[874972, 1029743, 1044078, 916122, 1092026]"
1852,"[1000753, 5569230, 923746, 998373, 1029743]"
1854,"[1000753, 1029743, 957736, 961554, 1055504]"
1856,"[1000753, 5569230, 1070820, 986912, 935959]"
1857,"[1000753, 1133018, 1092026, 908531, 981760]"
1858,"[874972, 995242, 992986, 1065061, 1044805]"
1859,"[1069312, 1000753, 995242, 1127831, 844165]"
1861,"[1000753, 1133018, 981760, 1108131, 867188]"
1862,"[1000753, 1029743, 1005186, 8090521, 854852]"
1864,"[1000753, 1029743, 923746, 837005, 983936]"
1865,"[1000753, 995242, 981760, 5570882, 894968]"
1866,"[1000753, 995242, 1010164, 998373, 1053690]"
1867,"[849202, 1000753, 995242, 916122, 893501]"
1868,"[1000753, 1029743, 969866, 841228, 981760]"
1869,"[874972, 995242, 951590, 5591538, 940947]"
1870,"[1000753, 995242, 862010, 834103, 866211]"
1871,"[1000753, 995242, 854852, 819840, 1026118]"
1872,"[860248, 1000753, 995242, 1102416, 1055504]"
1873,"[1000753, 995242, 962229, 1044078, 943233]"
1874,"[1000753, 995242, 1132771, 1121393, 896085]"
1875,"[1000753, 995242, 969866, 979707, 830582]"
1877,"[1000753, 981760, 1029743, 909894, 1075470]"
1879,"[1000753, 995242, 951590, 933835, 828867]"
1880,"[1000753, 995242, 1061220, 1068719, 908531]"
1881,"[1000753, 1029743, 852360, 959316, 901062]"
1883,"[874972, 916122, 862349, 921345, 8090521]"
1884,"[1000753, 995242, 1093413, 7441210, 856252]"
1885,"[1000753, 995242, 893501, 6534035, 957951]"
1886,"[1000753, 995242, 999270, 1092026, 1101173]"
1887,"[1000753, 995242, 908531, 1067820, 981760]"
1889,"[1000753, 1133018, 1004906, 944836, 1101173]"
1890,"[1000753, 995242, 903325, 961554, 1003616]"
1891,"[1000753, 1029743, 1055425, 908531, 1073150]"
1892,"[874972, 1029743, 6979089, 1093413, 7167853]"
1893,"[1000753, 995242, 1004906, 918684, 988693]"
1894,"[1000753, 1127831, 908531, 1005186, 1106523]"
1895,"[1000753, 995242, 962229, 847982, 963971]"
1896,"[874972, 981760, 1106523, 1060408, 1075368]"
1899,"[874972, 1133018, 1005186, 1046689, 951590]"
1900,"[1000753, 995242, 898847, 1037332, 1132771]"
1901,"[1013928, 874972, 908531, 1029743, 1005186]"
1902,"[1000753, 995242, 923746, 1056509, 858302]"
1904,"[1000753, 1029743, 1005186, 896862, 932949]"
1905,"[1000753, 1133018, 942817, 1026118, 1005456]"
1906,"[968072, 1133018, 5569230, 878445, 1051468]"
1907,"[874972, 908531, 1133018, 1057260, 976199]"
1909,"[1000753, 995242, 981760, 1044078, 5592734]"
1911,"[948670, 1000753, 1029743, 1044078, 844179]"
1912,"[874972, 1127831, 871252, 12302069, 1005186]"
1914,"[1000753, 1133018, 892573, 9527350, 913785]"
1916,"[1000753, 1029743, 885290, 1068719, 969866]"
1917,"[1000753, 1127831, 1106523, 1010190, 923746]"
1918,"[1000753, 1133018, 890610, 981760, 868764]"
1919,"[874972, 1029743, 873964, 9571047, 937791]"
1920,"[9677366, 1000753, 995242, 833724, 1019643]"
1921,"[1000753, 1106523, 1127831, 954642, 1070702]"
1922,"[1000753, 995242, 951590, 10457044, 938849]"
1923,"[874972, 1029743, 992986, 961554, 1055425]"
1924,"[874972, 862349, 983584, 1067695, 931672]"
1925,"[1000753, 995242, 908531, 989830, 981760]"
1926,"[1000753, 995242, 1127831, 923746, 914190]"
1927,"[1000753, 995242, 951590, 981760, 1044078]"
1928,"[1000753, 995242, 983584, 1110572, 908504]"
1929,"[874972, 995242, 943393, 951590, 896085]"
1930,"[1000753, 916122, 862349, 1085604, 1075368]"
1931,"[1000753, 995242, 923746, 843464, 981760]"
1932,"[874972, 1133018, 908531, 1010190, 916122]"
1933,"[1000753, 995242, 821083, 1096036, 1005186]"
1935,"[1000753, 995242, 1004555, 999104, 1005186]"
1936,"[1000753, 1133018, 1005186, 962229, 1085604]"
1937,"[874972, 1029743, 1093603, 900418, 983936]"
1938,"[1000753, 995242, 6533936, 828867, 921744]"
1939,"[874972, 1133018, 5569230, 1031083, 1068719]"
1940,"[874972, 995242, 1010582, 1028816, 1026118]"
1941,"[1000753, 995242, 1044078, 947798, 1075979]"
1942,"[1000753, 1029743, 1053690, 1110572, 879755]"
1943,"[1000753, 1127831, 5569230, 1029743, 8205218]"
1944,"[1000753, 995242, 880427, 1121384, 1006342]"
1945,"[1000753, 1133018, 981760, 1006878, 1033234]"
1946,"[1000753, 995242, 923746, 1037332, 10344585]"
1947,"[1000753, 1029743, 919423, 951590, 933835]"
1948,"[1000753, 995242, 916993, 848319, 854852]"
1949,"[874972, 1029743, 5569230, 923746, 1127831]"
1950,"[9835223, 1000753, 1133018, 1131321, 1053690]"
1951,"[974156, 1000753, 995242, 1127831, 1040927]"
1952,"[1000753, 1133018, 12731544, 845208, 914190]"
1953,"[1000753, 1029743, 1119051, 986912, 1004906]"
1954,"[1000753, 995242, 1026118, 1019247, 962568]"
1955,"[1000753, 995242, 981760, 980666, 1106301]"
1956,"[1000753, 995242, 865156, 933835, 961554]"
1957,"[1000753, 1133018, 962229, 964520, 8177622]"
1958,"[1000753, 995242, 1005186, 1026118, 899624]"
1959,"[874972, 1133018, 841266, 896085, 929018]"
1960,"[874972, 995242, 981760, 839656, 1044078]"
1961,"[1000753, 1029743, 925626, 1054216, 1004906]"
1962,"[1000753, 1029743, 1088147, 1056509, 976199]"
1963,"[874972, 995242, 5569471, 893501, 859075]"
1964,"[874972, 1029743, 862732, 870428, 857055]"
1965,"[874972, 995242, 981760, 9881592, 908531]"
1966,"[874972, 1029743, 951590, 7025106, 1104343]"
1967,"[1000753, 1133018, 1091365, 911470, 5569303]"
1968,"[1000753, 5569230, 9707137, 1082212, 1122358]"
1969,"[1000753, 1133018, 873964, 1044078, 1081177]"
1970,"[1000753, 951590, 1108131, 1062966, 969866]"
1971,"[1000753, 1133018, 899624, 981760, 7442008]"
1972,"[1000753, 5569230, 1133018, 929018, 824180]"
1975,"[874972, 1133018, 951590, 961554, 868319]"
1976,"[849202, 874972, 995242, 1053690, 986912]"
1977,"[1000753, 995242, 1048483, 9297403, 1009449]"
1979,"[1000753, 981760, 1106523, 1026118, 1053690]"
1980,"[874972, 1133018, 9487606, 916122, 866211]"
1981,"[1000753, 995242, 1082212, 1053282, 1037863]"
1982,"[1000753, 1029743, 1071759, 962568, 888532]"
1983,"[1082627, 874972, 1106523, 7166865, 961554]"
1984,"[1000753, 1029743, 981760, 1127831, 5569230]"
1985,"[1000753, 995242, 1057011, 918018, 944466]"
1986,"[1000753, 1029743, 1120213, 5585510, 988572]"
1987,"[1000753, 1029743, 981760, 1127831, 5569230]"
1988,"[874972, 995242, 981760, 923746, 903325]"
1989,"[1000753, 1029743, 1005186, 906017, 898847]"
1990,"[1000753, 1133018, 856942, 1067749, 12263788]"
1993,"[1000753, 995242, 981760, 991951, 5591490]"
1994,"[1000753, 995242, 1039156, 1091365, 981760]"
1995,"[874972, 981760, 951590, 1029743, 923746]"
1996,"[1000753, 1133018, 6034577, 981760, 1054424]"
1997,"[874972, 995242, 821083, 903325, 991575]"
1998,"[1000753, 995242, 1053690, 827683, 908531]"
1999,"[1000753, 1133018, 935968, 5592931, 986912]"
2000,"[1000753, 1133018, 981760, 850290, 962229]"
2001,"[1000753, 995242, 1083446, 932298, 969941]"
2002,"[1000753, 951590, 1106523, 961554, 1068719]"
2003,"[1000753, 1029743, 5569471, 978906, 867547]"
2004,"[874972, 1106523, 1055425, 999104, 819978]"
2005,"[1000753, 1106523, 951590, 1068719, 981760]"
2006,"[874972, 1127831, 5569230, 995242, 945611]"
2007,"[1000753, 995242, 5569230, 961554, 981760]"
2008,"[1000753, 1029743, 885290, 5570383, 981760]"
2010,"[1000753, 995242, 861419, 948832, 908531]"
2011,"[874972, 995242, 893501, 1007136, 1053282]"
2012,"[874972, 1127831, 951590, 1106523, 1053690]"
2014,"[1000753, 995242, 5592931, 916122, 844179]"
2015,"[874972, 995242, 1044188, 981760, 1040346]"
2016,"[1000753, 1029743, 1085604, 1043590, 854976]"
2017,"[874972, 995242, 5569230, 983584, 1081582]"
2018,"[1000753, 995242, 1015296, 1009449, 880150]"
2019,"[874972, 951590, 908531, 1029743, 1085604]"
2020,"[1000753, 5569230, 1029743, 6602697, 898847]"
2021,"[1000753, 995242, 1127831, 951590, 1019142]"
2022,"[874972, 1133018, 951590, 854852, 896369]"
2023,"[1000753, 995242, 1011457, 1107553, 8090513]"
2024,"[1000753, 995242, 840601, 860703, 979707]"
2025,"[1000753, 995242, 1121384, 999270, 1067695]"
2026,"[874972, 995242, 989069, 923746, 916122]"
2027,"[1000753, 1133018, 1068719, 1119051, 981760]"
2028,"[1000753, 1133018, 12648296, 8090509, 5568378]"
2029,"[1000753, 995242, 962229, 825749, 1081177]"
2030,"[874972, 1133018, 1055425, 834158, 901062]"
2031,"[1000753, 995242, 1068719, 998373, 981760]"
2032,"[1000753, 1029743, 1060408, 863030, 863802]"
2033,"[1000753, 1133018, 5567502, 1112238, 983936]"
2034,"[1000753, 995242, 903325, 849297, 900802]"
2035,"[1000753, 1029743, 844165, 909894, 969866]"
2036,"[1000753, 1133018, 885290, 961554, 856435]"
2037,"[1000753, 995242, 844165, 981760, 1068719]"
2038,"[1000753, 995242, 844165, 981760, 923746]"
2039,"[1000753, 1127831, 1085604, 908531, 844165]"
2040,"[1000753, 1127831, 1029743, 5592931, 1005186]"
2041,"[874972, 995242, 981760, 1074333, 923746]"
2042,"[874972, 995242, 5569230, 923746, 866211]"
2043,"[874972, 995242, 844165, 1061220, 1106301]"
2044,"[1000753, 995242, 844179, 1048068, 1005186]"
2047,"[874972, 5569230, 951590, 1071759, 854852]"
2048,"[1000753, 995242, 8090537, 913490, 10456568]"
2049,"[1000753, 1133018, 981760, 976199, 1101173]"
2050,"[874972, 1106523, 951590, 5569230, 1096036]"
2053,"[1013928, 874972, 1133018, 844165, 906017]"
2055,"[1000753, 995242, 819765, 997309, 1011926]"
2056,"[1000753, 981760, 1106523, 962229, 8090521]"
2057,"[874972, 995242, 855557, 908531, 864805]"
2058,"[1000753, 995242, 1006342, 961554, 903325]"
2059,"[1000753, 995242, 951590, 5569230, 1023958]"
2060,"[1000753, 995242, 986912, 5569230, 918335]"
2061,"[1000753, 995242, 1005186, 962568, 960253]"
2062,"[874972, 5569230, 995242, 969866, 1068719]"
2063,"[874972, 1029743, 951590, 1005186, 1090676]"
2064,"[1000753, 1133018, 1005186, 1028816, 951412]"
2065,"[1000753, 1133018, 981760, 844179, 964968]"
2068,"[874972, 995242, 951590, 1004906, 961554]"
2069,"[1000753, 5569230, 951590, 1106523, 1005186]"
2070,"[1000753, 862349, 1053690, 834103, 908531]"
2071,"[1000753, 995242, 1053690, 933835, 1004906]"
2074,"[1000753, 995242, 7441419, 1097239, 1138487]"
2075,"[1000753, 1133018, 12648296, 1077048, 870547]"
2076,"[874972, 5569230, 951590, 1018050, 981760]"
2077,"[1000753, 995242, 903325, 6463742, 832001]"
2078,"[1000753, 981760, 1029743, 1004906, 1107553]"
2079,"[1000753, 981760, 1106523, 923746, 819840]"
2080,"[874972, 1127831, 5569230, 1133018, 1048483]"
2082,"[1000753, 908531, 1029743, 12577242, 961554]"
2083,"[874972, 995242, 977481, 844179, 1005186]"
2084,"[874972, 1029743, 852360, 981760, 6034857]"
2085,"[874972, 1133018, 916122, 844165, 1005186]"
2086,"[1000753, 1133018, 1107553, 868764, 5585510]"
2087,"[874972, 1133018, 1037332, 870428, 860975]"
2088,"[874972, 1106523, 893501, 1106301, 1128016]"
2089,"[1000753, 995242, 999391, 12524323, 9337581]"
2090,"[1000753, 1029743, 845109, 1039156, 1004906]"
2093,"[12262978, 1000753, 995242, 8090521, 867667]"
2094,"[874972, 1029743, 1127831, 5569374, 1052912]"
2095,"[1000753, 1029743, 1005186, 951590, 1068719]"
2097,"[1000753, 908531, 1106523, 6463775, 893501]"
2099,"[1000753, 1133018, 841266, 1092937, 1005186]"
2100,"[874972, 1029743, 909894, 844165, 1044078]"
2101,"[1000753, 1133018, 5585510, 870547, 847982]"
2102,"[1000753, 1029743, 962229, 996009, 844179]"
2107,"[1000753, 1133018, 12577242, 961554, 990004]"
2108,"[1000753, 1127831, 951590, 1029743, 6533936]"
2109,"[1000753, 1029743, 981760, 923746, 893018]"
2110,"[1000753, 5569230, 1029743, 1018050, 854754]"
2111,"[874972, 995242, 908531, 1127831, 956813]"
2112,"[874972, 1133018, 951590, 903325, 1037863]"
2113,"[874972, 1133018, 1127831, 948232, 5568378]"
2114,"[1000753, 995242, 981760, 986912, 907099]"
2115,"[874972, 1133018, 951590, 948086, 5569845]"
2116,"[1000753, 5569230, 951590, 1070820, 916993]"
2117,"[874972, 1029743, 877447, 860975, 6534077]"
2119,"[874972, 1133018, 961554, 905539, 962568]"
2120,"[1000753, 1029743, 981760, 1127831, 5569230]"
2121,"[874972, 1029743, 1057260, 13008321, 909306]"
2122,"[1000753, 1029743, 951590, 1006184, 981760]"
2123,"[1000753, 1106523, 920978, 824180, 5569230]"
2124,"[874972, 5569230, 1106523, 6602697, 1062002]"
2125,"[899019, 1000753, 1133018, 997309, 934369]"
2126,"[1000753, 995242, 1107553, 921836, 868764]"
2127,"[1000753, 995242, 8205218, 5568378, 6034857]"
2129,"[1000753, 1106523, 5569230, 1050851, 1081177]"
2130,"[874972, 995242, 951590, 872137, 903325]"
2131,"[1000753, 1133018, 1022254, 995965, 987562]"
2132,"[1000753, 1029743, 1106073, 1007210, 1053282]"
2133,"[874972, 1133018, 1019247, 852572, 847982]"
2134,"[1000753, 995242, 1051468, 981660, 962229]"
2136,"[1000753, 995242, 1007269, 9707498, 981760]"
2137,"[1000753, 1133018, 860975, 920844, 5585510]"
2138,"[874972, 1106523, 1127831, 893501, 908531]"
2139,"[874972, 1133018, 1005186, 1022097, 933835]"
2140,"[1000753, 1029743, 1117393, 1098248, 1127831]"
2141,"[1000753, 995242, 951590, 933835, 5569327]"
2142,"[1000753, 908531, 1029743, 846417, 1007082]"
2144,"[1000753, 995242, 981760, 1023473, 832001]"
2145,"[9677366, 1000753, 995242, 866211, 1074333]"
2146,"[1000753, 1133018, 1053690, 973135, 849870]"
2147,"[1000753, 995242, 903325, 1005274, 961554]"
2148,"[874972, 995242, 908531, 981760, 951590]"
2149,"[1000753, 995242, 1127831, 923746, 937626]"
2153,"[1000753, 1106523, 1092026, 5592931, 7409974]"
2154,"[1000753, 1029743, 999270, 1127831, 1062966]"
2156,"[874972, 1133018, 981760, 1122358, 859075]"
2158,"[874972, 995242, 873203, 833025, 981760]"
2159,"[1000753, 995242, 10351524, 5592931, 10285144]"
2160,"[12262778, 1000753, 1133018, 983936, 916122]"
2161,"[874972, 995242, 981760, 1053690, 995965]"
2162,"[1000753, 916122, 896085, 995242, 908531]"
2165,"[1000753, 995242, 981760, 1004906, 844165]"
2168,"[874972, 1133018, 1127831, 981760, 916381]"
2170,"[874972, 862349, 844165, 1096036, 908531]"
2171,"[1000753, 1029743, 951590, 1106073, 961554]"
2172,"[849202, 1000753, 1133018, 1070538, 1115576]"
2173,"[1000753, 995242, 923746, 951590, 1013999]"
2174,"[1000753, 995242, 900697, 1075368, 1079987]"
2175,"[1000753, 995242, 1079023, 10285141, 964520]"
2179,"[874972, 1029743, 1127831, 1119051, 979707]"
2181,"[1082627, 1000753, 1133018, 933835, 981760]"
2182,"[1000753, 995242, 1005186, 946839, 1033234]"
2183,"[1000753, 1133018, 951590, 916993, 981760]"
2184,"[1000753, 995242, 844165, 1085604, 1005186]"
2185,"[874972, 1029743, 908531, 972665, 1068719]"
2186,"[1000753, 1029743, 1075368, 951590, 1085604]"
2187,"[1038663, 1000753, 1029743, 908531, 916122]"
2188,"[1000753, 995242, 933835, 1101010, 819978]"
2189,"[1000753, 995242, 937626, 913210, 1042942]"
2190,"[874972, 1029743, 1039156, 981760, 908531]"
2192,"[1000753, 995242, 906017, 6396581, 1053690]"
2193,"[874972, 1029743, 961554, 979707, 8090537]"
2194,"[874972, 1029743, 1120362, 981760, 8090537]"
2195,"[1000753, 1029743, 1036501, 981760, 1062002]"
2196,"[1000753, 1133018, 981760, 1053690, 889731]"
2197,"[1000753, 995242, 1102959, 1085604, 981760]"
2198,"[874972, 1029743, 13842214, 942817, 1056509]"
2199,"[874972, 1106523, 7025106, 934172, 962568]"
2200,"[874972, 951590, 823704, 916122, 1096317]"
2203,"[1034176, 1000753, 1133018, 981760, 913210]"
2204,"[874972, 995242, 5569230, 841228, 1044078]"
2206,"[1000753, 1133018, 981760, 1004906, 844165]"
2207,"[1000753, 1127831, 995242, 986912, 911311]"
2208,"[874972, 995242, 908531, 1128016, 5569230]"
2209,"[874972, 1133018, 981760, 885290, 1127831]"
2210,"[1000753, 1133018, 962229, 1095068, 965766]"
2211,"[1000753, 995242, 6533936, 1119942, 961554]"
2213,"[1000753, 995242, 951590, 962568, 854852]"
2214,"[1000753, 995242, 1104343, 844165, 1080014]"
2215,"[1000753, 995242, 1018050, 981760, 890695]"
2216,"[1000753, 995242, 1072523, 850529, 903325]"
2217,"[874972, 981760, 923746, 862349, 1055504]"
2218,"[1000753, 1029743, 873964, 845193, 899624]"
2220,"[1000753, 995242, 981760, 1004906, 989824]"
2221,"[874972, 995242, 1019883, 906763, 989409]"
2222,"[1000753, 1133018, 908531, 5569230, 981760]"
2223,"[1000753, 1106523, 1011300, 1085604, 840601]"
2224,"[874972, 1133018, 5569230, 923670, 868764]"
2225,"[874972, 995242, 981760, 873887, 856345]"
2226,"[874972, 995242, 1005186, 1085604, 1056509]"
2227,"[874972, 916122, 1029743, 962229, 1044068]"
2229,"[1000753, 995242, 880427, 898212, 1136719]"
2230,"[1000753, 1029743, 847207, 839656, 916122]"
2231,"[1000753, 995242, 825703, 5981267, 981760]"
2232,"[874972, 1133018, 908531, 890610, 9526757]"
2233,"[874972, 1029743, 5569230, 970202, 951412]"
2234,"[1000753, 995242, 5569230, 854754, 997309]"
2235,"[874972, 995242, 961554, 976199, 995852]"
2236,"[1000753, 1133018, 1053690, 1005186, 1085604]"
2237,"[874972, 995242, 1051626, 908531, 916122]"
2238,"[1000753, 1106523, 1127831, 896085, 900697]"
2240,"[1000753, 995242, 1044188, 981760, 1036249]"
2241,"[874972, 1133018, 916122, 923746, 908531]"
2242,"[1000753, 1133018, 908531, 878445, 1037840]"
2243,"[874972, 1133018, 1127831, 981760, 873203]"
2244,"[1000753, 916122, 995242, 1084597, 1108131]"
2245,"[874972, 1029743, 951590, 981760, 907128]"
2247,"[1000753, 995242, 5569230, 1068719, 989069]"
2248,"[1000753, 995242, 859075, 1004906, 8090536]"
2250,"[1000753, 1106523, 8090521, 1024306, 1100658]"
2251,"[874972, 1133018, 5569230, 844165, 1031083]"
2252,"[874972, 5569230, 1029743, 981760, 977545]"
2255,"[1000753, 995242, 857130, 845208, 923746]"
2256,"[1000753, 995242, 1051211, 8090536, 914190]"
2257,"[1000753, 981760, 1104349, 1106523, 1068719]"
2259,"[1000753, 1029743, 957741, 929433, 981760]"
2260,"[1000753, 1133018, 908531, 1069003, 1096317]"
2261,"[1000753, 995242, 983584, 1122358, 940996]"
2262,"[1000753, 995242, 1019247, 1096036, 998666]"
2263,"[1000753, 1133018, 976199, 1044078, 861675]"
2264,"[1000753, 995242, 5569230, 5566472, 916122]"
2266,"[1000753, 1029743, 923789, 900802, 1028816]"
2267,"[1000753, 995242, 907392, 8019977, 824005]"
2268,"[1000753, 1029743, 1125382, 986912, 896862]"
2269,"[874972, 995242, 908531, 1044078, 951590]"
2270,"[874972, 1029743, 1024731, 951590, 909894]"
2272,"[1000753, 995242, 1104343, 1045586, 1040807]"
2273,"[1000753, 1133018, 6979089, 998373, 880427]"
2274,"[1000753, 995242, 1009449, 951590, 1101010]"
2275,"[874972, 1106523, 908531, 859075, 1044078]"
2276,"[1000753, 1133018, 908531, 1054424, 946839]"
2277,"[874972, 1127831, 1053690, 1133018, 1061220]"
2278,"[1000753, 995242, 901062, 922127, 1028473]"
2279,"[874972, 995242, 1053690, 12263788, 947658]"
2280,"[874972, 995242, 844179, 1093603, 908531]"
2281,"[874972, 1029743, 995852, 854852, 5569230]"
2282,"[1000753, 995242, 903325, 1119051, 1051516]"
2283,"[1000753, 995242, 5585510, 870547, 12130522]"
2284,"[1000753, 1133018, 872137, 981760, 903325]"
2285,"[874972, 995242, 903325, 970030, 824005]"
2286,"[1000753, 995242, 854976, 879689, 879755]"
2287,"[1000753, 1133018, 934369, 1087102, 971922]"
2288,"[874972, 995242, 986912, 7464370, 1092303]"
2289,"[874972, 1133018, 960984, 867188, 868319]"
2290,"[1000753, 995242, 1085604, 827656, 844165]"
2291,"[1000753, 995242, 1138189, 9677202, 986912]"
2292,"[1000753, 1133018, 833025, 908531, 921744]"
2294,"[874972, 1053690, 1029743, 923746, 5569230]"
2295,"[1000753, 995242, 845109, 859075, 908531]"
2296,"[874972, 1133018, 951590, 981760, 1118533]"
2297,"[1000753, 995242, 12731544, 1051516, 1009449]"
2298,"[874972, 1127831, 923746, 995242, 916122]"
2299,"[1000753, 1029743, 6602697, 1091858, 819304]"
2300,"[874972, 1133018, 868423, 903325, 999104]"
2301,"[1000753, 1133018, 908531, 8090513, 916122]"
2302,"[874972, 1133018, 901543, 8090532, 981760]"
2303,"[1000753, 951590, 1029743, 908531, 841220]"
2305,"[874972, 1133018, 983584, 919589, 1024032]"
2307,"[874972, 1133018, 1127831, 1124971, 933835]"
2308,"[1000753, 1133018, 5566472, 1117393, 6979803]"
2309,"[1000753, 995242, 1067820, 965292, 1110244]"
2310,"[1000753, 1133018, 916381, 909894, 1101173]"
2312,"[1000753, 995242, 1037332, 916122, 1005186]"
2313,"[1000753, 1133018, 1137507, 1039156, 1026118]"
2314,"[1048257, 874972, 995242, 923746, 1109014]"
2317,"[1000753, 1133018, 1038985, 7025114, 944836]"
2319,"[1000753, 1133018, 908145, 844165, 1062966]"
2321,"[1000753, 995242, 909714, 1053690, 6034857]"
2322,"[1000753, 995242, 856345, 1127831, 909714]"
2323,"[1000753, 1029743, 1022097, 1005186, 1004555]"
2324,"[1000753, 1133018, 1057260, 907392, 961554]"
2326,"[1000753, 1127831, 1039781, 907128, 973135]"
2328,"[1000753, 995242, 944836, 1127831, 908283]"
2330,"[1000753, 981760, 1106523, 854852, 1028816]"
2331,"[874972, 1106523, 1120213, 859075, 833025]"
2332,"[1000753, 995242, 955431, 882496, 828867]"
2333,"[1000753, 995242, 1068719, 908531, 5585510]"
2334,"[1000753, 1133018, 1127831, 892573, 1036501]"
2335,"[1000753, 916122, 995242, 12302069, 1053690]"
2336,"[1000753, 1133018, 844179, 909396, 5568378]"
2337,"[874972, 862349, 5569471, 1067695, 937791]"
2338,"[874972, 995242, 1119051, 981760, 916122]"
2339,"[1000753, 995242, 845208, 986912, 962229]"
2341,"[874972, 951590, 1133018, 893501, 833025]"
2342,"[874972, 1133018, 7166865, 5566472, 901062]"
2343,"[1000753, 1127831, 907418, 1133018, 1092026]"
2344,"[1000753, 995242, 1127831, 8090537, 1056509]"
2345,"[1000753, 862349, 1005186, 962229, 5569230]"
2346,"[1000753, 1133018, 916993, 1121384, 981760]"
2347,"[1000753, 1106523, 8090521, 1077048, 908531]"
2348,"[1000753, 995242, 1092264, 8119093, 1101980]"
2349,"[1000753, 995242, 7409918, 12988031, 948086]"
2350,"[1000753, 1133018, 944466, 951590, 844179]"
2351,"[874972, 1133018, 987562, 1048727, 929726]"
2352,"[1000753, 1029743, 981760, 890610, 969977]"
2353,"[1000753, 1029743, 1056509, 866211, 1005186]"
2354,"[874972, 995242, 5569230, 944836, 987724]"
2355,"[1000753, 995242, 1003616, 962568, 960942]"
2357,"[849202, 1000753, 1133018, 8205218, 9707498]"
2358,"[1000753, 1029743, 1127831, 951590, 981760]"
2359,"[1000753, 995242, 991951, 965766, 948232]"
2360,"[874972, 981760, 1029743, 961554, 883003]"
2361,"[1000753, 995242, 865511, 1057011, 821083]"
2362,"[1000753, 995242, 908531, 960984, 916122]"
2363,"[1000753, 1133018, 944137, 13842214, 946839]"
2364,"[1000753, 1029743, 981760, 1127831, 5569230]"
2366,"[874972, 1029743, 1044078, 1004906, 908531]"
2367,"[1000753, 5569230, 1029743, 925626, 901543]"
2368,"[874972, 1133018, 1107553, 1055155, 847982]"
2369,"[1000753, 1133018, 916381, 951590, 896761]"
2370,"[874972, 995242, 1127831, 981760, 987562]"
2371,"[1000753, 995242, 1026118, 6602440, 1072523]"
2372,"[1000753, 1133018, 1130716, 995965, 961554]"
2373,"[1000753, 1029743, 981760, 1127831, 5569230]"
2374,"[1000753, 995242, 951590, 908531, 1041796]"
2375,"[1000753, 995242, 5569230, 923746, 1036501]"
2376,"[874972, 1133018, 981760, 1110843, 919534]"
2377,"[874972, 1029743, 927291, 1055168, 1096036]"
2378,"[1000753, 1106523, 1053690, 828867, 9527323]"
2379,"[1000753, 995242, 1002558, 1059527, 1005186]"
2380,"[1000753, 1133018, 845109, 909894, 5590158]"
2381,"[874972, 995242, 1127831, 895930, 826272]"
2383,"[1000753, 995242, 1068719, 1100658, 1053690]"
2386,"[1000753, 995242, 1013999, 839656, 1035843]"
2387,"[1000753, 995242, 940947, 896085, 1045220]"
2388,"[982469, 1000753, 1133018, 890695, 1096036]"
2389,"[1000753, 5569230, 951590, 1029743, 1105623]"
2392,"[1000753, 995242, 905868, 965766, 846764]"
2393,"[1000753, 1029743, 1057260, 903325, 961554]"
2394,"[1000753, 995242, 1117393, 923746, 7167945]"
2395,"[1000753, 951590, 923746, 9420067, 5569230]"
2396,"[1000753, 1133018, 867188, 848319, 914190]"
2398,"[874972, 1029743, 1125382, 7409880, 1027168]"
2399,"[1000753, 995242, 1085604, 840601, 1043590]"
2400,"[1000753, 862349, 1138189, 1005186, 1085333]"
2401,"[1000753, 995242, 819840, 1119051, 909349]"
2402,"[1000753, 981760, 1106523, 1096036, 845208]"
2404,"[1000753, 1029743, 981760, 1127831, 5569230]"
2405,"[1000753, 1133018, 936914, 6602697, 1091383]"
2406,"[1000753, 995242, 981760, 1053690, 1127831]"
2407,"[874972, 5569230, 1029743, 1039156, 977545]"
2408,"[1000753, 995242, 981760, 1120362, 923746]"
2410,"[1108094, 1133018, 1127831, 1136257, 893501]"
2412,"[874972, 995242, 844165, 981760, 1044078]"
2415,"[1000753, 1029743, 1119051, 1068719, 981760]"
2416,"[874972, 1106523, 951590, 5590158, 910473]"
2418,"[874972, 1133018, 1005186, 1100379, 839094]"
2419,"[1000753, 995242, 1100658, 1092026, 825994]"
2420,"[874972, 995242, 1127831, 951590, 1043590]"
